,rat,sess,sh,clu,burst_type,corr_cycle_fr_volt_amp_r,corr_cycle_fr_volt_amp_p,corr_cycle_fr_period_r,corr_cycle_fr_period_p,corr_cycle_fr_time_rdsym_r,corr_cycle_fr_time_rdsym_p,corr_cycle_fr_time_ptsym_r,corr_cycle_fr_time_ptsym_p,corr_burst_across_fr_volt_amp_r,corr_burst_across_fr_volt_amp_p,corr_burst_within_fr_volt_amp_avgr,corr_burst_within_fr_volt_amp_p,corr_burst_across_fr_period_r,corr_burst_across_fr_period_p,corr_burst_within_fr_period_avgr,corr_burst_within_fr_period_p,corr_burst_across_fr_time_rdsym_r,corr_burst_across_fr_time_rdsym_p,corr_burst_within_fr_time_rdsym_avgr,corr_burst_within_fr_time_rdsym_p,corr_burst_across_fr_time_ptsym_r,corr_burst_across_fr_time_ptsym_p,corr_burst_within_fr_time_ptsym_avgr,corr_burst_within_fr_time_ptsym_p,glm_cycle_fr_coef_volt_amp,glm_cycle_fr_p_volt_amp,glm_cycle_fr_coef_period,glm_cycle_fr_p_period,glm_cycle_fr_coef_time_rdsym,glm_cycle_fr_p_time_rdsym,glm_cycle_fr_coef_time_ptsym,glm_cycle_fr_p_time_ptsym,glm_cycle_fr_r2,glm_burst_fr_coef_volt_amp,glm_burst_fr_p_volt_amp,glm_burst_fr_coef_period,glm_burst_fr_p_period,glm_burst_fr_coef_time_rdsym,glm_burst_fr_p_time_rdsym,glm_burst_fr_coef_time_ptsym,glm_burst_fr_p_time_ptsym,glm_burst_fr_r2,glm_speed_fr_coef_volt_amp,glm_speed_fr_p_volt_amp,glm_speed_fr_coef_period,glm_speed_fr_p_period,glm_speed_fr_coef_time_rdsym,glm_speed_fr_p_time_rdsym,glm_speed_fr_coef_time_ptsym,glm_speed_fr_p_time_ptsym,glm_speed_fr_coef_speed,glm_speed_fr_p_speed,glm_speed_fr_r2
1748,f01,f01_maze09_MS.002,2,7,0,-0.04352824241545315,0.0015563314999309282,0.05932360222360147,1.6043288037690035e-05,-0.03163373365534996,0.021512322183648493,-0.00829245830141673,0.5468515408051975,-0.07706359016567346,0.04285648907002582,-0.09645534821715081,0.014945990782564499,0.09128026595572757,0.016388737413118887,0.06802215913998118,0.28600455089447563,-0.07139861226616381,0.06067681647492343,-0.049523898692125964,0.29488835931276947,-0.005597556386507065,0.8832290754853731,-0.03622349976084528,0.48579815198472287,-0.08997338904188779,0.0011926002022658044,0.07333353948583408,0.007724658745642563,-0.062235457123964805,0.025288599955069217,-0.016976162501115284,0.5439799745060359,0.0036240449259430374,-0.1411649460481374,0.010420280337674516,0.13476156887130977,0.012538248056268483,-0.04254246109552166,0.4296276297502143,-0.026764828025854503,0.6278754586381008,0.018002766018144545,,,,,,,,,,,
1749,f01,f01_maze09_MS.002,2,8,0,0.026765905073775832,0.05177745796740103,0.08761524818707304,1.7964624273462674e-10,-0.01715529489422789,0.2125881269033179,-0.006965509395697172,0.6128052020537125,0.0051231286771573434,0.8930640422985103,0.029782535900489564,0.279024373413449,0.06980065141447452,0.06669016944455261,0.04614931432521377,0.07790140191637425,-0.08999649921766006,0.017969441781964853,-0.012707135170707363,0.291831525925763,0.03255169356497083,0.39290574611906626,-0.008581039059986506,0.43942226653527083,0.11701108987461739,0.4185917337845221,0.9312667702401476,8.437422694240364e-11,-0.149967694075827,0.30087868244590865,-0.06995336076017739,0.6312980171487288,0.008746967777468972,-0.0667844715992512,0.8299989190908756,1.6192324978464445,1.0682005681607469e-07,-0.45533587404389425,0.13420930601009742,0.2810774052003583,0.36713422336084733,0.043789519263907395,,,,,,,,,,,
1750,f01,f01_maze09_MS.002,2,6,1,0.02157724617940182,0.45464081987457117,-0.09503597182099521,0.0009658126476470969,0.01659938402677379,0.5651702671146632,0.021441038473384286,0.45749407901331274,0.04747513231141991,0.43211378532892253,-0.023713861572833395,0.5157205628116432,-0.029394368238455582,0.6268078489374858,-0.14291204363934512,9.268746758829553e-05,0.037397921544995404,0.5361155449227413,0.0471181153924327,0.21703356032059018,-0.006383765048685955,0.9159197039465243,-0.01837104482354482,0.6501289014324307,0.16993015007206744,0.7362115832729872,-2.184172958983626,1.1443954030984714e-05,0.3306661839159907,0.5142771089037528,0.09400388333342005,0.8533649900064225,0.01654777995257828,0.5221590015217381,0.48563310808012305,-1.5674690677401228,0.030975417319718986,0.20518870742065276,0.7793112057740342,0.06738012352214828,0.9280759805598833,0.0193412037188867,,,,,,,,,,,
1751,f01,f01_maze09_MS.002,2,8,1,0.06814671437393312,0.01808312226091732,0.04957913595111393,0.08563501901701358,-0.0027118452248767,0.9251402800329748,-0.021172068350137997,0.46315780760400405,0.06945877964220133,0.25010747923901744,0.05474172454145115,0.24037010019327554,0.009353165662891452,0.8770699494691875,0.024966427243674327,0.6450734892713565,0.06561678836250612,0.2773322677045681,-0.0050930408147203095,0.9511171989762924,-0.06881455243495249,0.2545380827982406,-0.007471614922267932,0.8891917508775337,-0.07111113283762495,0.8019110101533242,0.20725769357706506,0.4587080992402566,-0.12563276045386007,0.6592336839631805,-0.28693017046470404,0.31539757089801523,0.0014116009465734436,-0.0884454625868991,0.8416208017176261,0.9182065779317712,0.032505533783491004,0.33298163505438244,0.4416824202229098,-0.9378530356867014,0.03353218065011786,0.031358522223074115,,,,,,,,,,,
1752,f01,f01_maze09_MS.002,2,2,2,0.04533391652518883,0.0002003285703694182,0.044719964390843185,0.0002442732628372707,0.013240743692875877,0.2776618828519054,-0.008194901066266438,0.5016675842462932,0.15580772693639328,4.921921706804796e-05,0.0389836758032654,0.5244931700928004,-0.006468177679082526,0.866985409330152,0.040439556335021,0.469099869398528,-0.05834857902009624,0.13049121042654865,0.05405636577100422,0.09637540766271802,-0.04791385467006917,0.2144597627287533,-0.03822206011736287,0.3616513483672319,0.049715646025530566,0.024926490782509202,0.01628914665332113,0.45922134298939377,0.039399960021592,0.07598980270551456,0.002359213745329507,0.9161068199488046,0.0013322065394566485,0.09562643323759837,0.0066783187622039795,0.008492565805730514,0.8033407251076731,-0.005937599657554093,0.8623684197515976,0.00619854671852626,0.8599887024382808,0.011747713776164903,,,,,,,,,,,
1753,f01,f01_maze09_MS.002,2,3,2,0.11562371490979723,1.8830192293737812e-21,0.11149567944608893,4.750081572716562e-20,-0.018944559816399226,0.12035041135613724,0.005773190282154772,0.6359866547526524,0.20954400859352432,4.0889720534416215e-08,-0.012956423758262373,0.8134946814957045,0.11786625163518057,0.002193404726800868,0.12103648093221755,0.0005609026482760202,-0.10512966041658152,0.006337326804074415,0.02411491155498577,0.6989381571641589,-0.03635169422959518,0.3463961046289732,0.05127686848062801,0.07878188232047043,0.6447761763551694,1.0797416737583883e-34,0.3147857384817441,1.5233292860535402e-09,0.03292978064224015,0.531004578415494,0.1529096125493664,0.003925867742313418,0.029964948889842802,0.8984804421290934,2.1010457955837433e-13,0.30265420146118593,0.010566508971844043,-0.09253556422741173,0.43636037143829864,0.07744570961208223,0.5254908979213095,0.0868818810424119,,,,,,,,,,,
1754,f01,f01_maze09_MS.002,2,6,2,0.2562049613156451,2.988766980236336e-101,-0.2785361851281081,4.614423790146021e-120,-0.07959452451306039,6.322451420070313e-11,-0.05307267573769996,1.335421490091364e-05,0.5855837336889571,3.4128313323902365e-63,0.006075081357037743,0.922501825595706,-0.490635559406716,4.676052952052647e-42,-0.0996097410511434,5.708071224511613e-09,-0.2360766967182849,5.616629640610884e-10,0.010513380501890756,0.5230235142423209,-0.18815298723241086,8.832637969705004e-07,0.006069362749123493,0.7565824735070716,4.753657548074798,4.783770761056042e-98,-6.217800779395268,9.588826472390843e-169,-1.246039956121834,3.800693968245612e-08,-1.2661888331647053,3.01049034996822e-08,0.14911721890862017,7.226505189466595,7.840587648068601e-57,-7.404166929168045,1.5558923667027715e-63,-2.415787148336757,4.5887848265667084e-08,-0.2143216520863681,0.6364447051436226,0.5005111685695975,,,,,,,,,,,
1755,f01,f01_maze09_MS.002,2,7,2,-0.05083331065121566,3.0426222110676903e-05,0.07129647390371613,4.8373569347878435e-09,-0.0271819995206448,0.0258191366248205,0.0054380713742994335,0.6557112042357908,-0.03291032447241107,0.3939857634542894,-0.045258565072711615,0.08343882391007384,0.06760511306473656,0.07967524735237001,0.10372391620464175,0.01059289195344995,-0.059194617883789165,0.12499719073139817,-0.07880560510458944,0.10818671553294633,-0.0230111111155503,0.5512226300040415,0.033788151017300094,0.5510382552574773,-0.10602320231390572,2.4792415903810797e-05,0.10218886552440637,4.242027010612282e-05,-0.05223359152523074,0.038065882121848464,0.008927147158037892,0.7252545646837856,0.005104131258923061,-0.1247440458025251,0.023848251247859564,0.11000328433234363,0.0394159417248184,-0.023016640294300995,0.6678223398798592,-0.03100352044997057,0.5731694056508742,0.013913485436436446,,,,,,,,,,,
1756,f01,f01_maze09_MS.002,2,8,2,0.006452842868018683,0.5967775303179265,0.10786816372134377,7.35189165962719e-19,0.004996157170592925,0.682091123396869,-0.0065759378690761145,0.5897954439488177,0.019067480196514348,0.6214625671329692,0.029779768822255033,0.21974481133179635,0.050500637828185396,0.1907039646775553,0.04144204266884807,0.08097761175717193,-0.08607370560645052,0.0255529418886624,-0.01628493118962151,0.3627241641869603,0.07399755221743891,0.055019137016240324,-0.019716486429719567,0.15800422253528723,-0.07087878176632031,0.585769605445966,0.9790982094792774,3.372388734315705e-14,-0.00793620716175768,0.9514191205829484,0.021124477405315163,0.8722694952650207,0.00853697909782769,-0.28018820497048075,0.3426430987433584,1.452544911562512,3.664282669269043e-07,-0.3533185508310655,0.2180524113685588,0.3160131310268413,0.28294462059174774,0.043229857515403425,,,,,,,,,,,
1757,f01,f01_maze09_MS.002,2,6,3,-0.07987263920373479,0.13145555882315507,-0.09597638163665076,0.06970903056510278,0.10088060997508806,0.05652801337166771,0.0024002668808945906,0.9639029253257897,-0.09726751525352408,0.3432287745040976,-0.08125912264438438,0.21138200777204252,0.02461164180459183,0.8108803683714424,-0.143298486023251,0.03467001455537153,0.10937828739743319,0.28620232823385744,0.0728708679405138,0.28925828774370566,-0.0746896696823059,0.46717190944063836,0.0013279912934898626,0.9883375426042748,-1.874745641920801,0.03155832018131066,-1.9821807233883073,0.020243179201255377,0.9699777315494695,0.2681685434621124,-0.23986687983122246,0.7828420390399325,0.03383688216781877,-1.811040098951945,0.13130596590323976,-0.4135059052043218,0.7259956963358356,0.6949575279884722,0.558657353562297,-1.0733062772779016,0.3665804770642098,0.038957973557729564,,,,,,,,,,,
1758,f01,f01_maze09_MS.002,2,8,3,-0.04320352692247978,0.4150889884703123,0.04412272180979644,0.4052244774076802,0.039502872387301886,0.4562074253143735,-0.0073194788506007885,0.8902336595581052,-0.1485558620011174,0.14644333992133987,0.06508697551002404,0.5090473602537965,-0.07679737343047918,0.45466146359921356,0.12075848275441962,0.19923952993889926,0.1582703945994967,0.12153766076899546,-0.024774343193446718,0.8170080971307415,-0.014661152582248668,0.8866603135031901,0.04836017600002237,0.5763434023269107,-0.608949892582894,0.1603615495341063,-0.1571198524525058,0.7114042314929009,0.22670217157214703,0.6028924749541263,0.013125946811295752,0.97581236888682,0.007681313031216774,-0.6391969029437644,0.3342779377219627,-1.0960105620331493,0.09217782565588493,0.36168687050058546,0.5810793395309037,-0.16944758942993676,0.7960812919412851,0.04710723050205201,,,,,,,,,,,
1759,f01,f01_maze09_MS.002,3,3,0,-0.02979254397085095,0.030214923681311453,-0.0015757210831818674,0.9087616966265677,-0.02589390294156371,0.059625580677232,-0.04718045651740377,0.0005962887220514301,-0.09468584125182644,0.016151942827441125,0.03962810233094269,0.2631510306733926,-0.015351897026984968,0.6971603891911975,0.03281666367013119,0.8013380205099283,-0.10780807861286787,0.006131474166353672,-0.007130313352194487,0.836313376912458,-0.06891284559832704,0.08031628426011177,-0.1552693605868762,0.0007103250323373759,-0.1311864534200802,0.009286305412949334,-0.08075597431907261,0.107757689991742,-0.0977614735423536,0.053538513611058956,-0.19992107965801398,8.481370410038604e-05,0.004755688141185099,-0.2531267309302082,0.004195107231060638,-0.1207879929085047,0.17428162115502754,-0.0939290832500982,0.2758915183224778,-0.17143642070438306,0.05904768716301,0.02172548496529525,,,,,,,,,,,
1760,f01,f01_maze09_MS.002,3,5,0,-0.05112638830965703,0.00019859122420396434,-0.13729525495677977,1.0927848189846646e-23,0.006584657087159418,0.6320095001413497,-0.032253685026667485,0.018956411026339014,-0.012523934380572982,0.7508915714402122,-0.0042135172943610095,0.34949286778345956,-0.32727198313926714,1.443226773184449e-17,-0.0307175858361582,0.0403755657420805,0.02491273210801802,0.527664179386871,-0.0011392087394104023,0.8791925883413357,-0.177818452272532,5.532088993783696e-06,0.02424314838342645,0.487328041277983,-0.6085553618588149,1.0942043487765192e-05,-1.3067538058941428,2.434400387720543e-21,0.004344668577032355,0.9750566097415848,-0.47902607691834004,0.0005990946588272329,0.023805678140807696,-0.5970615229932372,0.00523576389087122,-1.2628552953579715,4.288591515782253e-09,0.17414086012371274,0.4036083926494066,-0.6953700956560943,0.0015459555093583338,0.08543677195126875,,,,,,,,,,,
1761,f01,f01_maze09_MS.002,3,8,0,0.052977931453009816,0.00011538149707587471,-0.02718221019722399,0.048007853182431726,-0.03077694608493406,0.025162079773368987,-0.03391819975696455,0.013604313460580013,0.1299717403557583,0.0009379257780544461,-0.03908741570883158,0.4200681876970256,-0.1398178005237008,0.00036866805687487764,0.05982296066381705,0.1962338861170757,-0.060071325363517586,0.1274987927915524,-0.02626686607380411,0.2523238929785564,-0.12445290922684442,0.0015407269280839316,-0.056273849421039676,0.07533669732380818,0.08284773633698386,0.08060166768834703,-0.1962563831962385,3.223508746843072e-05,-0.09508345055784392,0.04582644041417878,-0.11977695265339813,0.012265566230069044,0.005241896952207559,0.11746761455986476,0.17606018921657496,-0.2240740845995715,0.010275582709034404,-0.07264447350875342,0.390831281125828,-0.18179165551324383,0.041499674460576015,0.028665002061162848,,,,,,,,,,,
1762,f01,f01_maze09_MS.002,3,12,0,-0.1317946668093028,6.131457090978844e-22,0.11347173332237029,1.2376391187048742e-16,-0.0013034416312284734,0.9244752912185141,0.0761715435020444,2.8905913094708775e-08,-0.2529206801971807,7.164089075111225e-11,-0.0688812419071494,0.03665944877428472,0.09512144038753206,0.015667057054955153,0.08130470602548011,0.020508784091386227,-0.04987184778527309,0.20590064241509531,0.053977667409021005,0.1513700352975952,0.18062839433313163,3.902302249294597e-06,0.023046145818475867,0.6795650423099271,-0.6836292604462952,1.164150022434678e-24,0.5441856589103027,2.4789015346927664e-16,0.09897339531268085,0.1393879530578932,0.28183282222969197,2.7875402227151962e-05,0.03315368409527031,-0.9797072567249336,1.788168333695575e-09,0.5015215194868594,0.002195858729760924,-0.06769947920318892,0.6698572279021962,0.46715802886155944,0.005225881930842658,0.10304744602422022,,,,,,,,,,,
1763,f01,f01_maze09_MS.002,3,5,1,-0.1431610742490877,8.310110353754989e-08,-0.13704696053905094,2.911264414613171e-07,-0.020384552919722267,0.4476214341372793,-0.004345768030232923,0.8714027287220905,-0.2026501103290512,0.0003080763527792498,-0.06659308160913488,0.17708919453596073,-0.2760150889758542,7.036316491986423e-07,-0.037129253939405464,0.4921967653545981,0.0467949485857195,0.4093563389751693,-0.03413796984207069,0.4756371499230123,-0.0064865394913335124,0.9089994631356024,0.08745747189216936,0.1368390070155048,-1.4920238588589958,1.4349756171456183e-06,-1.3173507601430026,2.086553784962061e-05,-0.2970496142758142,0.3424486109562128,-0.35374753476944976,0.2584704806312572,0.03117359885840243,-1.7453755618552371,0.00028292490984211093,-1.9069126799619267,7.365131697958892e-05,0.005599026435087945,0.9906699289471659,-0.2696703315908827,0.5771817720214809,0.08795343177472503,,,,,,,,,,,
1764,f01,f01_maze09_MS.002,3,12,1,-0.07571703370570033,0.004736164473666027,0.0872547662306131,0.0011284295046331762,0.0357582454781965,0.18273180727558527,0.06340862852433671,0.018064288431654214,-0.19305515666785167,0.0005943251640658961,-0.006023116779134867,0.9828264262248843,0.19815192917647254,0.00042081806329949547,0.053514398743630585,0.4438166551373439,-0.013447177896445344,0.8126849297022621,0.12538104148592114,0.13520886312818284,0.1394423961322581,0.013541840255252974,0.08427911782295448,0.3327200846236221,-0.3388055479704358,0.0017086016258545033,0.42272661307932613,9.103857488669514e-05,0.2951936376297572,0.006859241244674541,0.3266682300629476,0.002785392029776537,0.02625570539298483,-0.4226805441532938,0.004075712297451912,0.5501112770610623,0.00018695687208783422,-0.018966810852949018,0.8970319140869677,0.32251988425435063,0.02938668490898364,0.09838596117642695,,,,,,,,,,,
