,rat,sess,sh,clu,fr1,fr2,type,fr_recording,N_spikes_recording,fr_burst0,fr_notburst0,N_spikes_burst0,mwu_fr_burst0_notburst_p,fr_burst1,fr_notburst1,N_spikes_burst1,mwu_fr_burst1_notburst_p,fr_burst2,fr_notburst2,N_spikes_burst2,mwu_fr_burst2_notburst_p,fr_burst3,fr_notburst3,N_spikes_burst3,mwu_fr_burst3_notburst_p,sfc_magnitude_recording,sfc_phase_recording,sfc_magnitude_cycles,sfc_phase_cycles,sfc_magnitude_cycles_hilbert,sfc_phase_cycles_hilbert,norm_fr_diff_burst0,norm_fr_diff_burst1,norm_fr_diff_burst2,norm_fr_diff_burst3,sfc_phase_cycles_2pi
10,ec013,ec013.426,5,3,0.0788079101731894,0.075463086227226,p,0.019509403532502665,30,0.006725908468456835,0.06316582522131009,8,7.423507614016407e-11,0.011646649957606194,0.02177055575874741,4,0.15261856164643633,0.008390577412077427,0.08380174095911533,11,7.978533628071095e-13,0.012582794789716334,0.019886899772219566,1,0.3428382549704204,,,,,,,-0.8075335060849522,-0.3029548875831593,-0.8179766479394834,-0.22495145337972494,
11,ec013,ec013.426,5,5,1.05737691682831,1.05553231143737,p,1.5425435059698775,2372,1.532666392249601,1.576274456659056,1823,0.23215136861259078,1.6305309940648673,1.5172402705711656,560,0.21493543756099692,1.5186945115860144,1.6804454371275235,1991,0.06428581366678005,1.623180527873407,1.5381488341064995,129,0.33539789890382776,0.18100917477307618,-2.2293516117543777,0.1887014472066758,-1.9787858978214876,0.18283063736273175,-1.8112333037838675,-0.014026662625235494,0.035990773779047504,-0.05056075324449421,0.026897448519458637,4.304399409358099
12,ec013,ec013.426,5,6,0.5126986903305679,0.511657981818873,i,0.3043466951070416,468,0.3211621293688139,0.24692095313784848,382,0.1300084802154407,0.3406645112599812,0.29390250274309004,117,0.16324715891948427,0.31655360236473934,0.23376275109647962,415,0.10854492714963254,0.339735459322341,0.30241802757064923,27,0.39043063924627547,0.33237629461647406,0.8485912895579176,0.3591433874588155,0.758230905602341,0.31624483055346597,0.711636689622665,0.13068718030358653,0.07369120594828908,0.15044228787232292,0.058112947314588714,0.758230905602341
13,ec013,ec013.426,5,7,2.06202304483222,2.63377852249766,p,0.19054184116744272,293,0.14460703207182193,0.34454086484350954,172,2.521608151328059e-11,0.14849478695947899,0.2017963053022356,51,0.01737753839780073,0.1456909350642535,0.44547241246687624,191,3.935157753387852e-18,0.12582794789716334,0.19338295640572128,10,0.16423868732352687,0.029967561616994556,-2.5025541911945752,0.03369854555928053,-2.4503314936706553,0.05327177293655388,-2.1058129133635646,-0.40873902153625113,-0.15216349921605546,-0.5071043031585051,-0.21163126822402686,3.832853813508931
14,ec013,ec013.426,5,9,1.4472837823629998,1.5084083654899698,n,0.1320136305699347,203,0.09584419567550989,0.25553447475893626,114,2.3172923065215693e-15,0.090261537171448,0.14402059963479055,31,0.0009140297353808703,0.10297526823913207,0.2999220202747286,135,1.8779674761487737e-15,0.17615912705602868,0.12960772610170682,14,0.45325157149352596,0.07651044881207393,0.8291311498094931,0.08841151660735747,0.8836995502563285,0.053578343377760046,2.1492917154658957,-0.4544677651776205,-0.2294629167899541,-0.4888262037256701,0.15224475927842793,0.8836995502563285
15,ec013,ec013.426,5,10,2.2768386805890097,2.27686280476209,p,5.599198813828266,8610,5.4336933039545645,6.1644103068251255,6463,0.26275695282112943,4.914886282109814,5.795991806232675,1688,0.010806509991429602,5.55151112773632,5.874943103028506,7278,0.1034410426316964,4.378812586821284,5.665709169588897,348,0.012547791696030187,0.04322199019167548,-2.2882296289999258,0.049247233901420946,-1.3207082943908208,0.08018624270880999,-1.3361755366079757,-0.06300314494443786,-0.08226267882572946,-0.02830554157573842,-0.12811924887776224,4.962477012788765
16,ec013,ec013.426,5,11,14.7234807714469,15.9395209580838,i,9.568061805790391,14713,10.45794692989182,6.523307041037114,12439,2.755709148886682e-73,10.5314832241654,9.28932867644399,3617,7.544768237908465e-07,10.234978883204993,5.7029290031650595,13418,3.071230753267547e-70,10.720541160838316,9.503880825627274,852,0.005104865660781288,0.31265445758025445,2.3008067779483428,0.321093485334038,2.2935581304314487,0.3215586598232602,2.200151575973916,0.23170490798798576,0.06266920618338649,0.2843566365392098,0.060157978113057814,2.2935581304314487
17,ec013,ec013.426,5,12,1.14417659799085,1.14404168726941,p,1.4456468017584476,2223,1.4544777063037906,1.4183598936057809,1730,0.34220482770842386,1.5577394318298283,1.4142487952509375,535,0.020367461282493,1.4523326720541292,1.411397742469311,1904,0.3088037552612093,1.7112600914014213,1.4318567835998086,136,0.08292551518424429,0.15962123691471042,-1.8512545910097942,0.19328612405735346,-1.6088801829114194,0.21480904342054488,-1.450241368560072,0.012572173484204821,0.04828102455837601,0.014294267846308549,0.08889370612459437,4.674305124268167
18,ec013,ec013.426,5,13,0.503607074766341,0.5040888516983,p,0.7667195588273548,1179,0.8020645848634775,0.6460141215815804,954,0.17136338315673028,1.0161702088011404,0.6949831261446289,349,0.00012787397587816165,0.7856631576763409,0.6571820738372729,1030,0.4867769949587877,1.019206377967023,0.7529591706861063,81,0.0776626130804737,0.21497537175318596,-1.8950606090643545,0.24340086738397354,-1.708578715499309,0.2849296592961782,-1.6001096703326898,0.10776379943117259,0.18770210483018504,0.08904703084771273,0.15023833833315875,4.574606591680277
19,ec013,ec013.426,5,14,0.495945321394804,0.493134532729831,p,0.6620190932029238,1018,0.6658649383772266,0.6488852954552763,792,0.4158830528577616,0.7279156223503872,0.6430687239506927,250,0.09155318852674554,0.655990597671508,0.6968776353442222,860,0.08493091190526897,0.7675504821726964,0.6562676924832457,61,0.15739240618845757,0.19217542771885932,-2.2994746844630245,0.16104778732088143,-2.040700790628524,0.1611601857741098,-1.7812361649331834,0.0129147289614504,0.06188757634513604,-0.030222483368961457,0.07815800617683617,4.2424845165510625
20,ec013,ec013.426,5,15,0.299241384019657,0.299151800996539,p,0.3726296074708009,573,0.37244718144079725,0.3732526035804687,443,0.23324553103794354,0.41054441100561834,0.36172615722226464,141,0.27776702990848046,0.3707109656608754,0.3837237612338439,486,0.08827277580893367,0.3900666384812063,0.37167929919113807,31,0.45446088752610203,0.17284697034146307,-2.044026452396662,0.17547490596553855,-1.806448337348686,0.17923291638580302,-1.3509306665007623,-0.0010800890061252628,0.06321392500477671,-0.01724840481101607,0.024138414635008317,4.476736969830901
