,rat,sess,sh,Fs,elec,burst_type,amp_mean,period_mean,rdsym_mean,ptsym_mean,cycling_frac,N_cycles_all,N_cycles_burst,N_seconds,corr_volt_amp_period_r,corr_volt_amp_period_p,corr_volt_amp_time_rdsym_r,corr_volt_amp_time_rdsym_p,corr_volt_amp_time_ptsym_r,corr_volt_amp_time_ptsym_p,corr_period_time_rdsym_r,corr_period_time_rdsym_p,corr_period_time_ptsym_r,corr_period_time_ptsym_p,corr_time_rdsym_time_ptsym_r,corr_time_rdsym_time_ptsym_p,mv_amp_mean,ms_period_mean
10,ec013,ec013.426,6,1250,0,2,1654.5988951951645,162.630856374808,0.41641406839689743,0.4505880157326844,0.8812030192526777,11680,10416,1537.864,0.013678046166265015,0.16275580749473006,0.012883536250941276,0.1885855010567226,-0.03994987400816296,4.535154111344372e-05,0.010951907269531881,0.2637216511135818,0.03887442336010578,7.232612533063939e-05,-0.08216028571009897,4.526979712866483e-17,1.6545988951951645,130.1046850998464
11,ec013,ec013.426,6,1250,0,3,1844.5571714343698,155.7,0.42023511466202196,0.44399000585830756,0.1004343687088065,11680,1240,1537.864,0.07516958347507822,0.008095234286738435,0.06304634410209038,0.02641465125785615,-0.0016617959775018128,0.9533831010659422,-0.0032498791226431996,0.9089802140698318,0.02463751158649662,0.3860335697628773,-0.08276083265903338,0.0035412499422152817,1.8445571714343698,124.55999999999999
12,ec013,ec013.426,7,1250,0,0,1693.289664209644,161.32154933907162,0.4153975468981543,0.47521848823395907,0.8190427782809714,11706,9759,1537.7336,0.01047675480284702,0.30072970986776637,-0.05298218587244603,1.6321344087711265e-07,0.0571191968094726,1.636914471194945e-08,0.045350389570642344,7.401943343542686e-06,0.09022019223266892,4.2711172017077117e-19,-0.12584743219313474,9.571640458153839e-36,1.693289664209644,129.0572394712573
13,ec013,ec013.426,7,1250,0,1,1786.266958776741,158.4499396863691,0.4070372097308368,0.4858023998661991,0.34168467151917603,11706,4145,1537.7336,0.02769627738452862,0.0745965753256556,-0.06542339224271917,2.4943146141942736e-05,0.045002135094079604,0.003756619025350553,0.0018921669380020584,0.9030698938350143,0.1320051991176086,1.4196229674124946e-17,-0.14098372047216978,7.539299798473874e-20,1.786266958776741,126.7599517490953
14,ec013,ec013.426,7,1250,0,2,1681.8445521769931,162.63045923149016,0.4210717167509859,0.47527062789651187,0.902765992757133,11706,10670,1537.7336,0.016481792522232065,0.08867772557642285,-0.05820628545531353,1.7783774269179146e-09,0.046220740466215,1.7846420620615966e-06,0.05612860475346433,6.563123892898299e-09,0.05190903400459023,8.096343226287906e-08,-0.12465084373981336,3.260484754334135e-38,1.6818445521769931,130.10436738519212
15,ec013,ec013.426,7,1250,0,3,1831.2260546316159,154.69103240391863,0.4101454148600062,0.4804277309802304,0.10679353042685677,11706,1327,1537.7336,0.017258238337902857,0.5299137915736256,-0.08657398741294149,0.0015957943232626746,0.061086762299770656,0.026064424254068706,3.415973680684624e-05,0.9990080712856064,0.10292785076030239,0.00017271782019372226,-0.18400015334173547,1.4363616937016806e-11,1.831226054631616,123.75282592313489
16,ec013,ec013.482,4,1250,0,0,1919.8291103482202,166.27706787053333,0.4033839877793273,0.43894194599271324,0.8035010434430218,15953,13069,2163.6064,-0.008160121877653977,0.35092881554764677,0.024827174977571035,0.004534005967404276,-0.04877785592043282,2.41823678311113e-08,-0.025403477527812957,0.0036806412202491433,0.05774897505629838,3.9290359873440405e-11,-0.05181914392234238,3.078323898881877e-09,1.9198291103482201,133.02165429642665
17,ec013,ec013.482,4,1250,0,1,2050.670002027458,164.4063917932531,0.39933860582099256,0.4380975899420023,0.3081432926062707,15953,5069,2163.6064,-0.03431083924723881,0.014568057696186545,0.0649838460909325,3.6495552438748674e-06,-0.028878164069792083,0.039786590585521225,-0.0547516378489175,9.614837998163431e-05,0.0790683517548064,1.7317841421969943e-08,-0.04367859992489411,0.0018677164263501086,2.050670002027458,131.5251134346025
18,ec013,ec013.482,4,1250,0,2,1895.4363105577688,167.4940761636107,0.40914435641046437,0.4419916357354383,0.8781878256599721,15953,14180,2163.6064,-0.008266794135033175,0.32494921798264054,-0.001150450371258853,0.8910439364961925,-0.05831017363812666,3.682378300938936e-12,-0.0022417600579708054,0.7895267895787361,0.04194894685998621,5.821955070643905e-07,-0.04747842264299189,1.5456954336751642e-08,1.8954363105577687,133.99526093088858
19,ec013,ec013.482,4,1250,0,3,2123.2761498363457,159.95639534883722,0.4124526029761417,0.4451551670416478,0.08138263965201804,15953,1376,2163.6064,-0.02989974794804745,0.26770842633162084,0.015674813788711366,0.5612699498395002,-0.02363561171688335,0.3809886294507876,-0.03771332146304394,0.16205847174608887,0.03172097157049485,0.2396351223740629,-0.06691070453749681,0.01304479104611163,2.1232761498363457,127.96511627906979
20,ec013,ec013.482,5,1250,0,0,1805.185148205874,166.11605564522327,0.40670382483476686,0.4478821428445739,0.7991584443051711,15955,13011,2163.612,0.006845216938113307,0.43495597477115033,0.025638068083537337,0.00344870749907688,-0.035198649342674075,5.9239554471973625e-05,-0.019407624930227393,0.02684656770785514,0.04440093790168421,4.049006875872259e-07,-0.07154479615180873,3.0711534415292387e-16,1.8051851482058738,132.8928445161786
21,ec013,ec013.482,5,1250,0,1,1929.088789763958,164.01624584067332,0.4033713658998708,0.4478909767186607,0.30983706875354733,15955,5109,2163.612,-0.00524900152905361,0.7075897609226556,0.06769241544087279,1.2799611791298738e-06,-0.02898093947225657,0.038320815899161115,-0.048018560903522564,0.0005961142016065542,0.06208350983574595,8.964261776633322e-06,-0.05309940098017434,0.00014636906669551804,1.929088789763958,131.21299667253865
22,ec013,ec013.482,5,1250,0,2,1782.6231502125875,167.35969189456574,0.41244088785045546,0.450551312381764,0.8756863984854956,15955,14151,2163.612,0.00816491704974291,0.33144252427911747,-0.000492845406403875,0.9532526166555716,-0.042815799214443194,3.484335072787008e-07,0.008289693155530298,0.3241061500732153,0.02997411046058127,0.0003622699567091219,-0.06613743213248388,3.3937392699645675e-15,1.7826231502125875,133.8877535156526
23,ec013,ec013.482,5,1250,0,3,1995.4423216819957,159.5654761904762,0.4172420706773483,0.4516726350194274,0.07929554837004046,15955,1344,2163.612,-0.04344171919088823,0.1114140562305607,0.018423474222146193,0.4997745330947264,-0.039837388834763,0.14437712276310646,-0.012870648869616742,0.6373363566549699,-0.00822204357108663,0.7633003264003657,-0.0762022414026364,0.005188595411289173,1.9954423216819956,127.65238095238097
